accuracy,precision,recall,f1,fpr,fnr,model,oversample,applicable,n_features,attack,asr,family,epsilon,iters,confidence,n_train,n_categorical_selected,categorical_selected,resampled,seed
0.2184605178990262,0.3915947676036738,0.0436834425160669,0.0785989609519021,0.2186,0.9563165574839332,RF,smote,True,15.0,PGD_eps0.3_it25,0.7807102750598214,PGD,0.3,25.0,,,,,,42
0.0368641758866592,0.1205966930265995,0.0416653730323822,0.0619332210351431,0.9786,0.9583346269676176,MLP,smote,True,15.0,PGD_eps0.3_it25,0.9627804496671326,PGD,0.3,25.0,,,,,,42
0.5381079864483878,0.7526330432017805,0.5879412586544134,0.6601708209865783,0.6224,0.4120587413455866,LR,smote,True,15.0,PGD_eps0.5_it10,0.3921912388353195,PGD,0.5,10.0,,,,,,42
0.395294842332204,0.6375571011152722,0.4809835760191251,0.5483117434699512,0.8807,0.5190164239808749,SVM,smote,True,15.0,PGD_eps0.5_it10,0.5402876163851311,PGD,0.5,10.0,,,,,,42
0.2551351607477078,0.7363245236631838,0.03719457294545,0.0708121527367301,0.0429,0.96280542705455,RF,smote,True,15.0,PGD_eps0.5_it10,0.743940865692151,PGD,0.5,10.0,,,,,,42
0.0366509512189343,0.1204310731926358,0.0416343258095563,0.0618770764119601,0.9794,0.9583656741904436,MLP,smote,True,15.0,PGD_eps0.5_it10,0.9629936743348576,PGD,0.5,10.0,,,,,,42
0.5004146035205762,0.7264066444100643,0.5539445496600329,0.6285603565200543,0.672,0.4460554503399671,LR,smote,True,15.0,PGD_eps0.5_it25,0.4301689213200976,PGD,0.5,25.0,,,,,,42
0.3684522258286147,0.6193362565557562,0.4472973392530038,0.5194425916244524,0.8855,0.5527026607469961,SVM,smote,True,15.0,PGD_eps0.5_it25,0.5672013077779621,PGD,0.5,25.0,,,,,,42
0.2583572223933284,0.7620150550086856,0.0408581452389083,0.0775577557755775,0.0411,0.9591418547610916,RF,smote,True,15.0,PGD_eps0.5_it25,0.7406951124167831,PGD,0.5,25.0,,,,,,42
0.0366509512189343,0.1204310731926358,0.0416343258095563,0.0618770764119601,0.9794,0.9583656741904436,MLP,smote,True,15.0,PGD_eps0.5_it25,0.9629936743348576,PGD,0.5,25.0,,,,,,42
0.4600440664313298,0.693547061241266,0.523890837964544,0.5968977166203859,0.7456,0.4761091620354559,LR,smote,True,15.0,PGD_eps0.75_it10,0.4722452557511431,PGD,0.75,10.0,,,,,,42
0.3561799616195598,0.6071702290726391,0.4427333974975938,0.5120746925217704,0.9226,0.5572666025024061,SVM,smote,True,15.0,PGD_eps0.75_it10,0.5795209552465114,PGD,0.75,10.0,,,,,,42
0.2588310549882726,0.7801332525741974,0.0399888229997826,0.0760779681039574,0.0363,0.9600111770002172,RF,smote,True,15.0,PGD_eps0.75_it10,0.7402449714515862,PGD,0.75,10.0,,,,,,42
0.0364851098107038,0.1201508620689655,0.0415411841410785,0.0617372245933787,0.9798,0.9584588158589216,MLP,smote,True,15.0,PGD_eps0.75_it10,0.963159515743088,PGD,0.75,10.0,,,,,,42
0.3798005164775285,0.6278025005297733,0.4599025117203266,0.5308938427352878,0.8782,0.5400974882796734,LR,smote,True,15.0,PGD_eps0.75_it25,0.5501433343599706,PGD,0.75,25.0,,,,,,42
0.3478878912080362,0.6004115932087121,0.4347853084541588,0.5043487655988331,0.932,0.5652146915458413,SVM,smote,True,15.0,PGD_eps0.75_it25,0.5878130256580351,PGD,0.75,25.0,,,,,,42
0.2411807908266009,0.5405405405405406,0.0372566673911018,0.0697086758256121,0.102,0.962743332608898,RF,smote,True,15.0,PGD_eps0.75_it25,0.7578478523537634,PGD,0.75,25.0,,,,,,42
0.0364851098107038,0.1201508620689655,0.0415411841410785,0.0617372245933787,0.9798,0.9584588158589216,MLP,smote,True,15.0,PGD_eps0.75_it25,0.963159515743088,PGD,0.75,25.0,,,,,,42
