accuracy,precision,recall,f1,fpr,fnr,model,config,attack,asr,best_params,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s,seed
0.2982539268876306,0.6307179642532565,0.1939209537706852,0.2966375379939209,0.3657,0.8060790462293148,RF,tuned,PGD_eps0.5_it10,0.7007510246629866,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.5,10.0,,,,,,,,,42
0.3606813712715297,0.707005864637819,0.2769722748300164,0.3980190510183595,0.3697,0.7230277251699836,RF,tuned,PGD_eps0.5_it25,0.638394655168329,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.5,25.0,,,,,,,,,42
0.2779975834537658,0.5962691538974018,0.1667235865751808,0.2605847385660561,0.3636,0.8332764134248192,RF,tuned,PGD_eps0.75_it10,0.7210547513563458,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.75,10.0,,,,,,,,,42
0.2838967992608212,0.6062587075340263,0.1756341395262193,0.2723639865190178,0.3674,0.8243658604737806,RF,tuned,PGD_eps0.75_it25,0.7150370774005543,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.75,25.0,,,,,,,,,42
0.429197564500462,0.8079842137219186,0.3305287342047254,0.469141786934009,0.253,0.6694712657952746,RF,tuned,CW_c0.0_it10,0.5698784619393968,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",CW,,10.0,0.0,,,,,,,,42
0.3555876708758795,0.7463361856988295,0.2355863268030674,0.3581272418350009,0.2579,0.7644136731969325,RF,tuned,CW_c0.5_it10,0.6434883555639792,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",CW,,10.0,0.5,,,,,,,,42
0.0,0.0,0.0,0.0,1.0,1.0,RF,tuned,HopSkipJump_direct,1.0,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",,,,,100.0,100.0,0.3603768050670624,558.5,0.0,0.0,45.19654297828674,42
0.9987680352531452,0.9995650147584278,0.9988202055326152,0.9991924713482624,0.0014,0.0011797944673848,RF,as_submitted,clean,0.0,{'n_estimators': 50},,,,,,,,,,,,42
0.1322703688786751,0.1983335609889359,0.0450805675432332,0.0734631925120161,0.5869,0.9549194324567668,RF,as_submitted,FGSM_eps0.15,0.8672321068966334,{'n_estimators': 50},FGSM,0.15,1.0,,,,,,,,,42
0.1215617522329361,0.1982897508985004,0.0496755565214691,0.0794478375291722,0.6469,0.9503244434785308,RF,as_submitted,FGSM_eps0.3,0.8779644151721196,{'n_estimators': 50},FGSM,0.3,1.0,,,,,,,,,42
0.1379326683882584,0.2311454311454311,0.0557608121953491,0.0898471697641261,0.5974,0.9442391878046508,RF,as_submitted,FGSM_eps0.5,0.8615698073870501,{'n_estimators': 50},FGSM,0.5,1.0,,,,,,,,,42
0.1403018313629794,0.239857106404695,0.0583687789127262,0.0938896796264389,0.5958,0.9416312210872736,RF,as_submitted,FGSM_eps0.75,0.8591532611528347,{'n_estimators': 50},FGSM,0.75,1.0,,,,,,,,,42
0.1892724300504631,0.2974823766364551,0.0458567481138812,0.0794641416043471,0.3488,0.9541432518861188,RF,as_submitted,PGD_eps0.15_it10,0.8101115875761093,{'n_estimators': 50},PGD,0.15,10.0,,,,,,,,,42
0.2009997867753322,0.3246182322998612,0.0435592536247632,0.0768114751854589,0.2919,0.9564407463752368,RF,as_submitted,PGD_eps0.15_it25,0.7983368475917458,{'n_estimators': 50},PGD,0.15,25.0,,,,,,,,,42
0.21876850908574,0.3925364758698092,0.0434350647334595,0.0782154138596148,0.2165,0.9565649352665404,RF,as_submitted,PGD_eps0.3_it10,0.780449667132602,{'n_estimators': 50},PGD,0.3,10.0,,,,,,,,,42
