accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s,seed
0.1088156554289369,0.2645650091439519,0.0943214629451395,0.1390643596081662,0.8445,0.9056785370548605,LR,PGD_direct,0.5,0.8910185031628326,1.9364335536956787,1.3294084072113037,99
0.1016370916155322,0.2576812086233237,0.0942593684994877,0.1380282330476688,0.8746,0.9057406315005124,LR,FGSM_direct,0.75,0.8981970669762372,2.9046499729156494,0.1473836898803711,99
0.1016370916155322,0.2576812086233237,0.0942593684994877,0.1380282330476688,0.8746,0.9057406315005124,LR,PGD_direct,0.75,0.8981970669762372,2.9046499729156494,1.3146910667419434,99
0.7456940462934445,0.9038324118996578,0.7461268589524667,0.8174427701622504,0.2557,0.2538731410475333,SVM,FGSM_direct,0.15,0.2277950200194271,0.5809475183486938,0.1733686923980713,99
0.7456940462934445,0.9038324118996578,0.7461268589524667,0.8174427701622504,0.2557,0.2538731410475333,SVM,PGD_direct,0.15,0.2277950200194271,0.5809475183486938,1.5953574180603027,99
0.1012106422800824,0.2572881355932203,0.0942593684994877,0.1379717784998523,0.8764,0.9057406315005124,SVM,FGSM_direct,0.3,0.8965149612641854,1.1618950366973877,0.172767162322998,99
0.1012106422800824,0.2572881355932203,0.0942593684994877,0.1379717784998523,0.8764,0.9057406315005124,SVM,PGD_direct,0.3,0.8965149612641854,1.1618950366973877,1.6059696674346924,99
0.0932976379445142,0.2508220979940809,0.0947250768418764,0.1375160570617267,0.9113,0.9052749231581236,SVM,FGSM_direct,0.5,0.906512829017508,1.9364919662475584,0.1706171035766601,99
0.0932976379445142,0.2508220979940809,0.0947250768418764,0.1375160570617267,0.9113,0.9052749231581236,SVM,PGD_direct,0.5,0.906512829017508,1.9364919662475584,1.6415088176727295,99
0.0926105806818451,0.2502665026650266,0.0947561240647024,0.1374650932348437,0.9143,0.9052438759352976,SVM,FGSM_direct,0.75,0.9072235779099244,2.90473747253418,0.1761376857757568,99
0.0926105806818451,0.2502665026650266,0.0947561240647024,0.1374650932348437,0.9143,0.9052438759352976,SVM,PGD_direct,0.75,0.9072235779099244,2.90473747253418,1.616748332977295,99
