model,defense_attack,eval_attack,family,accuracy_mean,accuracy_std,adv_train_s_mean,adv_train_s_std,confidence_mean,confidence_std,epsilon_mean,epsilon_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,iters_mean,iters_std,precision_mean,precision_std,ratio_mean,ratio_std,recall_mean,recall_std,retrain_s_mean,retrain_s_std
LR,PGD,FGSM_eps0.5,FGSM,0.7471984647823924,0.09018969177653345,,,,,0.5,0.0,0.8132589391040158,0.08395126456153297,0.24819149927039025,0.1380782068765459,0.26765,0.1786047482882555,1.0,0.0,0.906231939181463,0.053339592619961455,0.4,0.10540925533894598,0.7518085007296097,0.1380782068765459,0.5237938642501831,0.05873716176892289
LR,PGD,FGSM_eps0.75,FGSM,0.6606624179677321,0.16310929074567146,,,,,0.75,0.0,0.7296293068771019,0.1773196094129541,0.33508025707100497,0.2176751302026613,0.35305,0.17956980846208836,1.0,0.0,0.8513041530524935,0.07377200715144433,0.4,0.10540925533894598,0.664919742928995,0.21767513020266133,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.15_it10,PGD,0.8859982468193988,0.05228367664619083,,,,,0.15,0.0,0.9213293588027136,0.04044062570763856,0.10964637213201274,0.06820642522746284,0.12803,0.022437421618557007,10.0,0.0,0.9570630538966419,0.008246518270522174,0.4,0.10540925533894598,0.8903536278679873,0.06820642522746286,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.15_it25,PGD,0.8985927171930157,0.029077419776021438,,,,,0.15,0.0,0.9314051434229812,0.021687686375474347,0.09282188208264766,0.03704547101980198,0.12906,0.024050835051337968,25.0,0.0,0.957670545326374,0.00796543609448729,0.4,0.10540925533894598,0.9071781179173524,0.037045471019802004,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.3_it10,PGD,0.7958018432087943,0.1001422748033941,,,,,0.3,0.0,0.8485642907291814,0.08810206846998461,0.21478779223198483,0.13387295788811582,0.17009000000000002,0.05083051249003889,10.0,0.0,0.9361937427978504,0.01857692313983578,0.4,0.10540925533894598,0.7852122077680151,0.13387295788811576,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.3_it25,PGD,0.7883531948162714,0.09545328465473953,,,,,0.3,0.0,0.8429551620192335,0.08526759355803543,0.22346549101182894,0.1289327490537301,0.17358,0.06183768717825364,25.0,0.0,0.9348109658107362,0.02068391287019002,0.4,0.10540925533894598,0.776534508988171,0.12893274905373003,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.5_it10,PGD,0.7125305029732996,0.13801665130176816,,,,,0.5,0.0,0.7745719108765896,0.13662324447567767,0.30302710422552703,0.18289916524851602,0.23736000000000002,0.1345219701180608,10.0,0.0,0.9019945295204183,0.045192485862759056,0.4,0.10540925533894598,0.696972895774473,0.18289916524851602,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.5_it25,PGD,0.686268331398517,0.14557209135381202,,,,,0.5,0.0,0.7502418498404453,0.15534189919000216,0.32710733024930916,0.19553736358874813,0.27065,0.15596853137020228,25.0,0.0,0.8852760025980645,0.05180851193441727,0.4,0.10540925533894598,0.6728926697506907,0.19553736358874813,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.75_it10,PGD,0.6502831149754791,0.17958138931881956,,,,,0.75,0.0,0.6992259154231921,0.21606932570374643,0.3859635505604023,0.2441883921320573,0.23296999999999998,0.09925658164575284,10.0,0.0,0.8799840227759518,0.056758351849437984,0.4,0.10540925533894598,0.6140364494395977,0.2441883921320573,0.5237938642501831,0.05873716176892289
LR,PGD,PGD_eps0.75_it25,PGD,0.6021914757516169,0.1659366289361287,,,,,0.75,0.0,0.6590851304204689,0.21865169891523742,0.42435344158465027,0.23162239021157252,0.31231,0.2054897156118092,25.0,0.0,0.8470773273623482,0.07366321079285293,0.4,0.10540925533894598,0.5756465584153497,0.23162239021157255,0.5237938642501831,0.05873716176892289
MLP,FGSM,CW_c0.0_it10,CW,0.8836977895709446,0.08010793887299492,77.59558153152466,2.567497865670511,0.0,0.0,,,0.9174839289454088,0.06321573259162015,0.12119904374553692,0.10003061766203168,0.10052999999999998,0.09017348772720776,10.0,0.0,0.9660339492001689,0.029743417162993488,0.4,0.10540925533894598,0.878800956254463,0.10003061766203167,,
MLP,FGSM,CW_c0.5_it10,CW,0.8652917624203369,0.09681734092399033,77.59558153152466,2.567497865670511,0.5,0.0,,,0.902126758598316,0.0808791412702369,0.14183302803564218,0.12450400895802817,0.11176,0.086031676336878,10.0,0.0,0.9613166431958451,0.02914495966380414,0.4,0.10540925533894598,0.8581669719643579,0.12450400895802817,,
